invoice_no;customer_id;gender;age;category;sku_id;quantity;price;payment_method;invoice_date;shopping_mall;elasticidad_producto;elasticidad_categoria;volumen_promedio_producto;volumen_promedio_categoria;elasticidad_relativa;volumen_relativo;recomendacion_precio;rol_producto;estrategia_recomendada;estrategia_resumen;n_obs_producto
INV02300;CUST0132;Male;34,00;Electronics;SKU-031;1,00;475,27;Debit Card;2025-11-02;North Mall;-0,00;0,00;1,00;1,00;N/A;1,00;Mantener;Sin clasificar;Recopilar más datos históricos de precios y ventas para realizar análisis de elasticidad y volumen. Se requieren al menos 3 observaciones de precio-cantidad para estimar elasticidad confiable.;Recolectar mas datos;43,00
INV02301;CUST0064;Female;32,00;Home Goods;SKU-086;1,00;88,65;Cash;2025-07-20;Westside Plaza;-0,08;-0,03;1,43;1,52;2,57;0,94;Bajar mucho;Promesa de valor;Posicionamiento por valor: Precio competitivo con diferenciación por calidad. Producto sensible al precio con bajo volumen. Invertir en marketing, branding y fidelización para aumentar volumen. Reducir precios para penetrar mercado y convertir en 'Generador de trafico'.;Precio competitivo, crecer volumen;47,00
INV02302;CUST0168;Female;58,00;Home Goods;SKU-099;2,00;180,27;Cash;2025-08-03;North Mall;0,11;-0,03;1,55;1,52;-3,32;1,02;Bajar mucho;Generador de trafico;Estrategia de penetración: Precios competitivos y promociones agresivas. Alta sensibilidad al precio con alto volumen. Priorizar adquisición de clientes, cross-selling y ventas complementarias. Ofrecer descuentos estratégicos para aumentar volumen y cuota de mercado.;Precios competitivos y promociones;55,00
INV02303;CUST0029;Female;26,00;Home Goods;SKU-093;2,00;75,39;Credit Card;2025-07-24;North Mall;-0,08;-0,03;1,51;1,52;2,49;0,99;Bajar mucho;Promesa de valor;Posicionamiento por valor: Precio competitivo con diferenciación por calidad. Producto sensible al precio con bajo volumen. Invertir en marketing, branding y fidelización para aumentar volumen. Reducir precios para penetrar mercado y convertir en 'Generador de trafico'.;Precio competitivo, crecer volumen;55,00
INV02304;CUST0198;Female;57,00;Electronics;SKU-040;1,00;722,05;Debit Card;2025-06-06;Downtown Galleria;0,00;0,00;1,00;1,00;N/A;1,00;Mantener;Sin clasificar;Recopilar más datos históricos de precios y ventas para realizar análisis de elasticidad y volumen. Se requieren al menos 3 observaciones de precio-cantidad para estimar elasticidad confiable.;Recolectar mas datos;54,00
INV02305;CUST0090;Female;24,00;Clothing;SKU-002;2,00;17,27;Cash;2025-05-25;North Mall;-0,00;0,01;2,31;2,49;-0,51;0,93;Mantener;Estabilizador de ingresos;Posicionamiento premium: Mantener precios altos para nicho leal. Demanda inelástica con bajo volumen. Enfocarse en calidad superior, exclusividad y segmentación de clientes de alto valor. Considerar descontinuar si los márgenes no justifican el inventario.;Mantener premium, nicho leal;42,00
INV02306;CUST0168;Male;57,00;Clothing;SKU-024;3,00;31,58;Credit Card;2025-08-26;Westside Plaza;0,02;0,01;2,57;2,49;2,56;1,03;Bajar mucho;Generador de trafico;Estrategia de penetración: Precios competitivos y promociones agresivas. Alta sensibilidad al precio con alto volumen. Priorizar adquisición de clientes, cross-selling y ventas complementarias. Ofrecer descuentos estratégicos para aumentar volumen y cuota de mercado.;Precios competitivos y promociones;47,00
INV02307;CUST0121;Female;49,00;Food & Drink;SKU-066;4,00;9,50;Credit Card;2025-10-28;North Mall;-0,05;0,00;4,74;4,53;-64,55;1,05;Bajar mucho;Generador de trafico;Estrategia de penetración: Precios competitivos y promociones agresivas. Alta sensibilidad al precio con alto volumen. Priorizar adquisición de clientes, cross-selling y ventas complementarias. Ofrecer descuentos estratégicos para aumentar volumen y cuota de mercado.;Precios competitivos y promociones;46,00
INV02308;CUST0090;Male;50,00;Clothing;SKU-027;2,00;109,06;Cash;2025-06-27;Downtown Galleria;-0,08;0,01;2,54;2,49;-10,64;1,02;Bajar mucho;Generador de trafico;Estrategia de penetración: Precios competitivos y promociones agresivas. Alta sensibilidad al precio con alto volumen. Priorizar adquisición de clientes, cross-selling y ventas complementarias. Ofrecer descuentos estratégicos para aumentar volumen y cuota de mercado.;Precios competitivos y promociones;46,00
INV02309;CUST0199;Male;30,00;Clothing;SKU-029;3,00;29,99;Cash;2025-11-08;Downtown Galleria;0,08;0,01;2,58;2,49;9,97;1,04;Bajar mucho;Generador de trafico;Estrategia de penetración: Precios competitivos y promociones agresivas. Alta sensibilidad al precio con alto volumen. Priorizar adquisición de clientes, cross-selling y ventas complementarias. Ofrecer descuentos estratégicos para aumentar volumen y cuota de mercado.;Precios competitivos y promociones;53,00
INV02310;CUST0135;Female;36,00;Electronics;SKU-054;1,00;244,14;Credit Card;2025-10-23;North Mall;-0,00;0,00;1,00;1,00;N/A;1,00;Mantener;Sin clasificar;Recopilar más datos históricos de precios y ventas para realizar análisis de elasticidad y volumen. Se requieren al menos 3 observaciones de precio-cantidad para estimar elasticidad confiable.;Recolectar mas datos;45,00
INV02311;CUST0192;Female;24,00;Electronics;SKU-051;1,00;283,74;Debit Card;2025-07-23;Westside Plaza;0,00;0,00;1,00;1,00;N/A;1,00;Mantener;Sin clasificar;Recopilar más datos históricos de precios y ventas para realizar análisis de elasticidad y volumen. Se requieren al menos 3 observaciones de precio-cantidad para estimar elasticidad confiable.;Recolectar mas datos;50,00
INV02312;CUST0147;Male;28,00;Electronics;SKU-042;1,00;473,90;Cash;2025-06-23;North Mall;-0,00;0,00;1,00;1,00;N/A;1,00;Mantener;Sin clasificar;Recopilar más datos históricos de precios y ventas para realizar análisis de elasticidad y volumen. Se requieren al menos 3 observaciones de precio-cantidad para estimar elasticidad confiable.;Recolectar mas datos;50,00
INV02313;CUST0189;Male;35,00;Food & Drink;SKU-080;5,00;19,47;Cash;2025-07-02;Downtown Galleria;0,01;0,00;4,66;4,53;17,27;1,03;Bajar mucho;Generador de trafico;Estrategia de penetración: Precios competitivos y promociones agresivas. Alta sensibilidad al precio con alto volumen. Priorizar adquisición de clientes, cross-selling y ventas complementarias. Ofrecer descuentos estratégicos para aumentar volumen y cuota de mercado.;Precios competitivos y promociones;59,00
INV02314;CUST0010;Male;39,00;Home Goods;SKU-087;2,00;226,84;Cash;2025-07-31;North Mall;-0,02;-0,03;1,55;1,52;0,47;1,02;Subir;Generador de ganancias;Maximizar márgenes: Subir precios gradualmente sin perder volumen. Producto con demanda inelástica y alto volumen. Priorizar disponibilidad, calidad y mantener cuota de mercado. Fuente estable de ingresos y efectivo.;Subir precio gradual, maximizar margen;65,00
INV02315;CUST0081;Female;36,00;Clothing;SKU-007;3,00;135,75;Credit Card;2025-05-18;North Mall;-0,02;0,01;2,35;2,49;-2,77;0,94;Bajar mucho;Promesa de valor;Posicionamiento por valor: Precio competitivo con diferenciación por calidad. Producto sensible al precio con bajo volumen. Invertir en marketing, branding y fidelización para aumentar volumen. Reducir precios para penetrar mercado y convertir en 'Generador de trafico'.;Precio competitivo, crecer volumen;54,00
INV02316;CUST0148;Female;58,00;Home Goods;SKU-088;2,00;180,30;Cash;2025-09-02;North Mall;-0,07;-0,03;1,67;1,52;2,20;1,10;Bajar mucho;Generador de trafico;Estrategia de penetración: Precios competitivos y promociones agresivas. Alta sensibilidad al precio con alto volumen. Priorizar adquisición de clientes, cross-selling y ventas complementarias. Ofrecer descuentos estratégicos para aumentar volumen y cuota de mercado.;Precios competitivos y promociones;48,00
INV02317;CUST0015;Female;58,00;Food & Drink;SKU-072;4,00;41,97;Credit Card;2025-07-28;Downtown Galleria;-0,03;0,00;4,38;4,53;-41,59;0,97;Bajar mucho;Promesa de valor;Posicionamiento por valor: Precio competitivo con diferenciación por calidad. Producto sensible al precio con bajo volumen. Invertir en marketing, branding y fidelización para aumentar volumen. Reducir precios para penetrar mercado y convertir en 'Generador de trafico'.;Precio competitivo, crecer volumen;52,00
INV02318;CUST0097;Female;51,00;Home Goods;SKU-100;2,00;148,61;Credit Card;2025-07-18;North Mall;-0,01;-0,03;1,57;1,52;0,29;1,04;Subir;Generador de ganancias;Maximizar márgenes: Subir precios gradualmente sin perder volumen. Producto con demanda inelástica y alto volumen. Priorizar disponibilidad, calidad y mantener cuota de mercado. Fuente estable de ingresos y efectivo.;Subir precio gradual, maximizar margen;47,00
INV02319;CUST0075;Female;50,00;Clothing;SKU-010;3,00;54,36;Cash;2025-10-31;North Mall;-0,00;0,01;2,62;2,49;-0,29;1,05;Subir;Generador de ganancias;Maximizar márgenes: Subir precios gradualmente sin perder volumen. Producto con demanda inelástica y alto volumen. Priorizar disponibilidad, calidad y mantener cuota de mercado. Fuente estable de ingresos y efectivo.;Subir precio gradual, maximizar margen;58,00
INV02320;CUST0153;Male;52,00;Clothing;SKU-025;3,00;52,95;Debit Card;2025-10-02;Westside Plaza;0,05;0,01;2,55;2,49;5,87;1,02;Bajar mucho;Generador de trafico;Estrategia de penetración: Precios competitivos y promociones agresivas. Alta sensibilidad al precio con alto volumen. Priorizar adquisición de clientes, cross-selling y ventas complementarias. Ofrecer descuentos estratégicos para aumentar volumen y cuota de mercado.;Precios competitivos y promociones;53,00
INV02321;CUST0124;Female;53,00;Food & Drink;SKU-072;4,00;3,03;Credit Card;2025-07-10;Downtown Galleria;-0,03;0,00;4,38;4,53;-41,59;0,97;Bajar mucho;Promesa de valor;Posicionamiento por valor: Precio competitivo con diferenciación por calidad. Producto sensible al precio con bajo volumen. Invertir en marketing, branding y fidelización para aumentar volumen. Reducir precios para penetrar mercado y convertir en 'Generador de trafico'.;Precio competitivo, crecer volumen;52,00
INV02322;CUST0158;Male;28,00;Home Goods;SKU-097;2,00;141,49;Debit Card;2025-07-06;North Mall;0,02;-0,03;1,58;1,52;-0,55;1,04;Mantener;Generador de ganancias;Maximizar márgenes: Subir precios gradualmente sin perder volumen. Producto con demanda inelástica y alto volumen. Priorizar disponibilidad, calidad y mantener cuota de mercado. Fuente estable de ingresos y efectivo.;Subir precio gradual, maximizar margen;52,00
INV02323;CUST0031;Female;27,00;Home Goods;SKU-091;1,00;104,52;Credit Card;2025-09-10;Downtown Galleria;-0,07;-0,03;1,49;1,52;2,20;0,98;Bajar mucho;Promesa de valor;Posicionamiento por valor: Precio competitivo con diferenciación por calidad. Producto sensible al precio con bajo volumen. Invertir en marketing, branding y fidelización para aumentar volumen. Reducir precios para penetrar mercado y convertir en 'Generador de trafico'.;Precio competitivo, crecer volumen;51,00
INV02324;CUST0197;Male;46,00;Electronics;SKU-037;1,00;711,12;Cash;2025-07-23;Westside Plaza;-0,00;0,00;1,00;1,00;N/A;1,00;Mantener;Sin clasificar;Recopilar más datos históricos de precios y ventas para realizar análisis de elasticidad y volumen. Se requieren al menos 3 observaciones de precio-cantidad para estimar elasticidad confiable.;Recolectar mas datos;55,00
INV02325;CUST0111;Male;59,00;Clothing;SKU-006;2,00;113,44;Debit Card;2025-10-09;North Mall;-0,15;0,01;2,45;2,49;-18,94;0,98;Bajar mucho;Promesa de valor;Posicionamiento por valor: Precio competitivo con diferenciación por calidad. Producto sensible al precio con bajo volumen. Invertir en marketing, branding y fidelización para aumentar volumen. Reducir precios para penetrar mercado y convertir en 'Generador de trafico'.;Precio competitivo, crecer volumen;47,00
INV02326;CUST0024;Female;56,00;Home Goods;SKU-091;2,00;145,57;Credit Card;2025-09-24;North Mall;-0,07;-0,03;1,49;1,52;2,20;0,98;Bajar mucho;Promesa de valor;Posicionamiento por valor: Precio competitivo con diferenciación por calidad. Producto sensible al precio con bajo volumen. Invertir en marketing, branding y fidelización para aumentar volumen. Reducir precios para penetrar mercado y convertir en 'Generador de trafico'.;Precio competitivo, crecer volumen;51,00
INV02327;CUST0146;Female;24,00;Clothing;SKU-027;3,00;74,36;Credit Card;2025-05-31;Westside Plaza;-0,08;0,01;2,54;2,49;-10,64;1,02;Bajar mucho;Generador de trafico;Estrategia de penetración: Precios competitivos y promociones agresivas. Alta sensibilidad al precio con alto volumen. Priorizar adquisición de clientes, cross-selling y ventas complementarias. Ofrecer descuentos estratégicos para aumentar volumen y cuota de mercado.;Precios competitivos y promociones;46,00
INV02328;CUST0070;Male;34,00;Food & Drink;SKU-061;4,00;43,64;Credit Card;2025-08-13;North Mall;0,09;0,00;4,42;4,53;121,47;0,98;Bajar mucho;Promesa de valor;Posicionamiento por valor: Precio competitivo con diferenciación por calidad. Producto sensible al precio con bajo volumen. Invertir en marketing, branding y fidelización para aumentar volumen. Reducir precios para penetrar mercado y convertir en 'Generador de trafico'.;Precio competitivo, crecer volumen;40,00
INV02329;CUST0011;Male;49,00;Clothing;SKU-024;3,00;89,71;Credit Card;2025-06-29;Westside Plaza;0,02;0,01;2,57;2,49;2,56;1,03;Bajar mucho;Generador de trafico;Estrategia de penetración: Precios competitivos y promociones agresivas. Alta sensibilidad al precio con alto volumen. Priorizar adquisición de clientes, cross-selling y ventas complementarias. Ofrecer descuentos estratégicos para aumentar volumen y cuota de mercado.;Precios competitivos y promociones;47,00
INV02330;CUST0193;Male;25,00;Home Goods;SKU-091;2,00;40,17;Cash;2025-09-02;Downtown Galleria;-0,07;-0,03;1,49;1,52;2,20;0,98;Bajar mucho;Promesa de valor;Posicionamiento por valor: Precio competitivo con diferenciación por calidad. Producto sensible al precio con bajo volumen. Invertir en marketing, branding y fidelización para aumentar volumen. Reducir precios para penetrar mercado y convertir en 'Generador de trafico'.;Precio competitivo, crecer volumen;51,00
INV02331;CUST0148;Male;58,00;Electronics;SKU-051;1,00;759,24;Credit Card;2025-08-22;Downtown Galleria;0,00;0,00;1,00;1,00;N/A;1,00;Mantener;Sin clasificar;Recopilar más datos históricos de precios y ventas para realizar análisis de elasticidad y volumen. Se requieren al menos 3 observaciones de precio-cantidad para estimar elasticidad confiable.;Recolectar mas datos;50,00
INV02332;CUST0132;Female;35,00;Home Goods;SKU-089;1,00;35,48;Credit Card;2025-06-18;Westside Plaza;0,05;-0,03;1,55;1,52;-1,49;1,02;Bajar;Generador de trafico;Estrategia de penetración: Precios competitivos y promociones agresivas. Alta sensibilidad al precio con alto volumen. Priorizar adquisición de clientes, cross-selling y ventas complementarias. Ofrecer descuentos estratégicos para aumentar volumen y cuota de mercado.;Precios competitivos y promociones;58,00
INV02333;CUST0171;Female;51,00;Food & Drink;SKU-077;4,00;1,00;Debit Card;2025-10-06;Westside Plaza;0,05;0,00;4,67;4,53;65,58;1,03;Bajar mucho;Generador de trafico;Estrategia de penetración: Precios competitivos y promociones agresivas. Alta sensibilidad al precio con alto volumen. Priorizar adquisición de clientes, cross-selling y ventas complementarias. Ofrecer descuentos estratégicos para aumentar volumen y cuota de mercado.;Precios competitivos y promociones;45,00
INV02334;CUST0181;Male;24,00;Electronics;SKU-050;1,00;342,67;Credit Card;2025-07-31;Westside Plaza;0,00;0,00;1,00;1,00;N/A;1,00;Mantener;Sin clasificar;Recopilar más datos históricos de precios y ventas para realizar análisis de elasticidad y volumen. Se requieren al menos 3 observaciones de precio-cantidad para estimar elasticidad confiable.;Recolectar mas datos;47,00
INV02335;CUST0095;Female;54,00;Clothing;SKU-014;2,00;37,21;Cash;2025-10-06;North Mall;-0,08;0,01;2,48;2,49;-10,33;0,99;Bajar mucho;Promesa de valor;Posicionamiento por valor: Precio competitivo con diferenciación por calidad. Producto sensible al precio con bajo volumen. Invertir en marketing, branding y fidelización para aumentar volumen. Reducir precios para penetrar mercado y convertir en 'Generador de trafico'.;Precio competitivo, crecer volumen;48,00
